predicts,records,year,idJoin,hist,forecastData
2349.8096,2765.786714,2018,IND_100,2012,leadweek_2
2646.4292,2327.087636,2018,IND_101,2012,leadweek_2
2690.6953,2490.202775,2018,IND_102,2012,leadweek_2
2662.1396,3148.546584,2018,IND_103,2012,leadweek_2
2727.5962,3618.289821,2018,IND_104,2012,leadweek_2
3185.8752,3135.030993,2018,IND_105,2012,leadweek_2
2976.0261,2900.503167,2018,IND_106,2012,leadweek_2
3071.5647,2810.33657,2018,IND_107,2012,leadweek_2
2973.032,3612.2003,2018,IND_108,2012,leadweek_2
2779.6956,2292.767568,2018,IND_109,2012,leadweek_2
2804.3435,2400.585295,2018,IND_110,2012,leadweek_2
2659.4827,2177.159914,2018,IND_111,2012,leadweek_2
2963.8303,2462.082912,2018,IND_112,2012,leadweek_2
2629.296,2523.357841,2018,IND_114,2012,leadweek_2
4183.7817,4699.6337,2018,IND_115,2012,leadweek_2
2032.2411,1722.115997,2018,IND_116,2012,leadweek_2
1310.391,1542.995382,2018,IND_125,2012,leadweek_2
1469.6931,1023.2324680000002,2018,IND_130,2012,leadweek_2
1279.6332,1376.933896,2018,IND_133,2012,leadweek_2
1764.4402,1515.890613,2018,IND_137,2012,leadweek_2
1155.8939,749.9999999999998,2018,IND_14,2012,leadweek_2
3010.7966,2000.0,2018,IND_143,2012,leadweek_2
1801.9021,1180.069068,2018,IND_145,2012,leadweek_2
2918.6318,3031.051031,2018,IND_159,2012,leadweek_2
3221.771,2695.377587,2018,IND_160,2012,leadweek_2
3153.5837,3326.961397,2018,IND_161,2012,leadweek_2
3255.6,3485.665311,2018,IND_162,2012,leadweek_2
2434.4749,2155.833289,2018,IND_163,2012,leadweek_2
1783.3547,1915.171419,2018,IND_164,2012,leadweek_2
1827.0957,2447.401892,2018,IND_165,2012,leadweek_2
2409.3936,2668.110315,2018,IND_166,2012,leadweek_2
2960.2258,3418.505338,2018,IND_168,2012,leadweek_2
2438.472,2823.813355,2018,IND_169,2012,leadweek_2
4249.7886,4960.0,2018,IND_17,2012,leadweek_2
2703.4294,2364.102564,2018,IND_171,2012,leadweek_2
3348.7676,3252.522415,2018,IND_177,2012,leadweek_2
2709.4026,2897.125709,2018,IND_178,2012,leadweek_2
2835.5168,3064.669771,2018,IND_179,2012,leadweek_2
2875.099,3642.685851,2018,IND_180,2012,leadweek_2
2715.1084,2836.984608,2018,IND_181,2012,leadweek_2
2769.699,3018.712955,2018,IND_182,2012,leadweek_2
3301.778,3824.471552,2018,IND_184,2012,leadweek_2
2796.9126,3677.951636,2018,IND_185,2012,leadweek_2
4512.0967,4654.425612,2018,IND_189,2012,leadweek_2
4049.8965,4453.333333,2018,IND_191,2012,leadweek_2
4564.6724,4266.802444,2018,IND_192,2012,leadweek_2
4431.4106,4898.047722,2018,IND_193,2012,leadweek_2
4134.5054,4549.145299,2018,IND_195,2012,leadweek_2
4142.3784,4783.146067,2018,IND_197,2012,leadweek_2
4543.539,4821.492007,2018,IND_198,2012,leadweek_2
4951.917,4832.373272,2018,IND_199,2012,leadweek_2
4647.9473,5061.632238,2018,IND_200,2012,leadweek_2
4701.3496,4923.295455,2018,IND_201,2012,leadweek_2
4674.5,5046.694406,2018,IND_202,2012,leadweek_2
4667.498,5383.634431,2018,IND_203,2012,leadweek_2
4596.724,4914.69406,2018,IND_204,2012,leadweek_2
4631.2544,5185.053381,2018,IND_205,2012,leadweek_2
4561.253,5069.944598,2018,IND_206,2012,leadweek_2
4340.496,4324.531516,2018,IND_207,2012,leadweek_2
4338.82,4626.436782,2018,IND_208,2012,leadweek_2
3972.224,3738.888889,2018,IND_209,2012,leadweek_2
4232.3486,4651.376147,2018,IND_210,2012,leadweek_2
2679.1294,2199.578477,2018,IND_213,2012,leadweek_2
1827.5305,1309.641742,2018,IND_217,2012,leadweek_2
1823.3815,1242.822314,2018,IND_219,2012,leadweek_2
2106.913,1192.887089,2018,IND_220,2012,leadweek_2
2091.654,2769.124472,2018,IND_239,2012,leadweek_2
2351.29,2183.716034,2018,IND_240,2012,leadweek_2
1906.0062,2163.817713,2018,IND_242,2012,leadweek_2
1845.3768,1710.028702,2018,IND_245,2012,leadweek_2
2293.432,2320.003305,2018,IND_246,2012,leadweek_2
2739.9663,2150.03522,2018,IND_247,2012,leadweek_2
2189.8982,2200.0,2018,IND_251,2012,leadweek_2
2149.6938,2100.0,2018,IND_253,2012,leadweek_2
2311.2427,1557.154675,2018,IND_267,2012,leadweek_2
1125.6447,1514.294345,2018,IND_271,2012,leadweek_2
1131.9297,800.0,2018,IND_272,2012,leadweek_2
1193.3936,805.6265985,2018,IND_274,2012,leadweek_2
1016.1869,536.7197062,2018,IND_275,2012,leadweek_2
1118.8961,1317.869416,2018,IND_277,2012,leadweek_2
1035.9304,1132.653061,2018,IND_282,2012,leadweek_2
1085.7141,983.2471427,2018,IND_298,2012,leadweek_2
3961.988,4264.020619,2018,IND_317,2012,leadweek_2
3795.355,4222.01087,2018,IND_318,2012,leadweek_2
3923.557,3804.0,2018,IND_319,2012,leadweek_2
3940.787,3943.953488,2018,IND_320,2012,leadweek_2
3045.95,2823.016905,2018,IND_321,2012,leadweek_2
2745.1113,2500.977467,2018,IND_322,2012,leadweek_2
3390.0085,3913.959391,2018,IND_323,2012,leadweek_2
3097.2124,2880.011521,2018,IND_324,2012,leadweek_2
3059.5962,3433.992347,2018,IND_325,2012,leadweek_2
3460.3655,3708.007117,2018,IND_326,2012,leadweek_2
3255.864,3272.017293,2018,IND_327,2012,leadweek_2
3872.9941,4242.989571,2018,IND_328,2012,leadweek_2
2825.7766,2649.104859,2018,IND_329,2012,leadweek_2
2600.468,2592.982456,2018,IND_330,2012,leadweek_2
2626.991,3212.985612,2018,IND_331,2012,leadweek_2
