predicts,records,year,idJoin,hist,forecastData
2498.1907,2765.786714,2018,IND_100,1997,leadweek_11
2559.2185,2327.087636,2018,IND_101,1997,leadweek_11
2593.3374,2490.202775,2018,IND_102,1997,leadweek_11
2514.4192,3148.546584,2018,IND_103,1997,leadweek_11
2514.6897,3618.289821,2018,IND_104,1997,leadweek_11
2381.1323,3135.030993,2018,IND_105,1997,leadweek_11
2379.8054,2900.503167,2018,IND_106,1997,leadweek_11
2414.5452,2810.33657,2018,IND_107,1997,leadweek_11
2852.511,3612.2003,2018,IND_108,1997,leadweek_11
2504.535,2292.767568,2018,IND_109,1997,leadweek_11
2683.7312,2400.585295,2018,IND_110,1997,leadweek_11
2576.3528,2177.159914,2018,IND_111,1997,leadweek_11
3019.4424,2462.082912,2018,IND_112,1997,leadweek_11
2526.313,2523.357841,2018,IND_114,1997,leadweek_11
3125.392,4699.6337,2018,IND_115,1997,leadweek_11
2322.0317,1722.115997,2018,IND_116,1997,leadweek_11
2191.4014,1542.995382,2018,IND_125,1997,leadweek_11
2069.7576,1023.2324680000002,2018,IND_130,1997,leadweek_11
2163.0552,1376.933896,2018,IND_133,1997,leadweek_11
2760.406,1515.890613,2018,IND_137,1997,leadweek_11
2400.0735,749.9999999999998,2018,IND_14,1997,leadweek_11
2151.2856,2000.0,2018,IND_143,1997,leadweek_11
1801.0627,1180.069068,2018,IND_145,1997,leadweek_11
2896.7532,3031.051031,2018,IND_159,1997,leadweek_11
2746.3306,2695.377587,2018,IND_160,1997,leadweek_11
2983.144,3326.961397,2018,IND_161,1997,leadweek_11
2999.1191,3485.665311,2018,IND_162,1997,leadweek_11
2358.4617,2155.833289,2018,IND_163,1997,leadweek_11
2236.8967,1915.171419,2018,IND_164,1997,leadweek_11
1924.7117,2447.401892,2018,IND_165,1997,leadweek_11
2252.381,2668.110315,2018,IND_166,1997,leadweek_11
2785.7659,3418.505338,2018,IND_168,1997,leadweek_11
2326.7427,2823.813355,2018,IND_169,1997,leadweek_11
2978.4211,4960.0,2018,IND_17,1997,leadweek_11
2434.6587,2364.102564,2018,IND_171,1997,leadweek_11
3075.864,3252.522415,2018,IND_177,1997,leadweek_11
2271.9043,2897.125709,2018,IND_178,1997,leadweek_11
2396.32,3064.669771,2018,IND_179,1997,leadweek_11
2497.0137,3642.685851,2018,IND_180,1997,leadweek_11
2458.8943,2836.984608,2018,IND_181,1997,leadweek_11
2479.8438,3018.712955,2018,IND_182,1997,leadweek_11
2749.818,3824.471552,2018,IND_184,1997,leadweek_11
2672.0056,3677.951636,2018,IND_185,1997,leadweek_11
2968.5989,4654.425612,2018,IND_189,1997,leadweek_11
3114.7725,4453.333333,2018,IND_191,1997,leadweek_11
3009.3103,4266.802444,2018,IND_192,1997,leadweek_11
2598.1829,4898.047722,2018,IND_193,1997,leadweek_11
3083.2327,4549.145299,2018,IND_195,1997,leadweek_11
3084.1074,4783.146067,2018,IND_197,1997,leadweek_11
3269.6353,4821.492007,2018,IND_198,1997,leadweek_11
3459.1895,4832.373272,2018,IND_199,1997,leadweek_11
3365.2283,5061.632238,2018,IND_200,1997,leadweek_11
3359.8015,4923.295455,2018,IND_201,1997,leadweek_11
3262.9863,5046.694406,2018,IND_202,1997,leadweek_11
3391.2925,5383.634431,2018,IND_203,1997,leadweek_11
3243.36,4914.69406,2018,IND_204,1997,leadweek_11
3266.043,5185.053381,2018,IND_205,1997,leadweek_11
3118.1172,5069.944598,2018,IND_206,1997,leadweek_11
2152.876,4324.531516,2018,IND_207,1997,leadweek_11
2839.7947,4626.436782,2018,IND_208,1997,leadweek_11
2811.2698,3738.888889,2018,IND_209,1997,leadweek_11
3074.1926,4651.376147,2018,IND_210,1997,leadweek_11
3503.3513,2199.578477,2018,IND_213,1997,leadweek_11
2398.7998,1309.641742,2018,IND_217,1997,leadweek_11
2354.3613,1242.822314,2018,IND_219,1997,leadweek_11
2583.7197,1192.887089,2018,IND_220,1997,leadweek_11
3102.5,2769.124472,2018,IND_239,1997,leadweek_11
3134.3318,2183.716034,2018,IND_240,1997,leadweek_11
3000.5818,2163.817713,2018,IND_242,1997,leadweek_11
2337.1892,1710.028702,2018,IND_245,1997,leadweek_11
2730.3635,2320.003305,2018,IND_246,1997,leadweek_11
2646.8015,2150.03522,2018,IND_247,1997,leadweek_11
2355.17,2200.0,2018,IND_251,1997,leadweek_11
2384.0256,2100.0,2018,IND_253,1997,leadweek_11
2675.7812,1557.154675,2018,IND_267,1997,leadweek_11
1662.7869,1514.294345,2018,IND_271,1997,leadweek_11
