predicts,records,year,idJoin,hist,forecastData
2588.8474,2765.786714,2018,IND_100,1990,leadweek_11
2644.5625,2327.087636,2018,IND_101,1990,leadweek_11
2669.7925,2490.202775,2018,IND_102,1990,leadweek_11
2609.0405,3148.546584,2018,IND_103,1990,leadweek_11
2609.6733,3618.289821,2018,IND_104,1990,leadweek_11
2425.8723,3135.030993,2018,IND_105,1990,leadweek_11
2409.9531,2900.503167,2018,IND_106,1990,leadweek_11
2485.1172,2810.33657,2018,IND_107,1990,leadweek_11
2948.295,3612.2003,2018,IND_108,1990,leadweek_11
2483.6353,2292.767568,2018,IND_109,1990,leadweek_11
2772.5425,2400.585295,2018,IND_110,1990,leadweek_11
2662.2727,2177.159914,2018,IND_111,1990,leadweek_11
3053.8306,2462.082912,2018,IND_112,1990,leadweek_11
2599.2703,2523.357841,2018,IND_114,1990,leadweek_11
2878.6865,4699.6337,2018,IND_115,1990,leadweek_11
2468.6855,1722.115997,2018,IND_116,1990,leadweek_11
2361.3855,1542.995382,2018,IND_125,1990,leadweek_11
2167.925,1023.2324680000002,2018,IND_130,1990,leadweek_11
2245.7737,1376.933896,2018,IND_133,1990,leadweek_11
2869.8694,1515.890613,2018,IND_137,1990,leadweek_11
2366.2615,749.9999999999998,2018,IND_14,1990,leadweek_11
2230.4985,2000.0,2018,IND_143,1990,leadweek_11
1920.2068,1180.069068,2018,IND_145,1990,leadweek_11
2968.358,3031.051031,2018,IND_159,1990,leadweek_11
2837.266,2695.377587,2018,IND_160,1990,leadweek_11
3060.239,3326.961397,2018,IND_161,1990,leadweek_11
3049.0813,3485.665311,2018,IND_162,1990,leadweek_11
2386.3286,2155.833289,2018,IND_163,1990,leadweek_11
2318.006,1915.171419,2018,IND_164,1990,leadweek_11
1979.8044,2447.401892,2018,IND_165,1990,leadweek_11
2284.7512,2668.110315,2018,IND_166,1990,leadweek_11
2870.7952,3418.505338,2018,IND_168,1990,leadweek_11
2359.1592,2823.813355,2018,IND_169,1990,leadweek_11
2957.6738,4960.0,2018,IND_17,1990,leadweek_11
2494.6882,2364.102564,2018,IND_171,1990,leadweek_11
3130.8171,3252.522415,2018,IND_177,1990,leadweek_11
2420.4941,2897.125709,2018,IND_178,1990,leadweek_11
2488.2654,3064.669771,2018,IND_179,1990,leadweek_11
2617.8987,3642.685851,2018,IND_180,1990,leadweek_11
2501.9402,2836.984608,2018,IND_181,1990,leadweek_11
2539.2732,3018.712955,2018,IND_182,1990,leadweek_11
2820.597,3824.471552,2018,IND_184,1990,leadweek_11
2748.2417,3677.951636,2018,IND_185,1990,leadweek_11
2983.3875,4654.425612,2018,IND_189,1990,leadweek_11
3149.5542,4453.333333,2018,IND_191,1990,leadweek_11
3044.6306,4266.802444,2018,IND_192,1990,leadweek_11
2666.941,4898.047722,2018,IND_193,1990,leadweek_11
3168.9272,4549.145299,2018,IND_195,1990,leadweek_11
3039.7114,4783.146067,2018,IND_197,1990,leadweek_11
3281.7842,4821.492007,2018,IND_198,1990,leadweek_11
3493.3762,4832.373272,2018,IND_199,1990,leadweek_11
