predicts,records,year,idJoin,hist,forecastData
2568.5515,2765.786714,2018,IND_100,2006,leadweek_12
2600.9214,2327.087636,2018,IND_101,2006,leadweek_12
2706.2593,2490.202775,2018,IND_102,2006,leadweek_12
2595.7253,3148.546584,2018,IND_103,2006,leadweek_12
2600.7258,3618.289821,2018,IND_104,2006,leadweek_12
2442.6292,3135.030993,2018,IND_105,2006,leadweek_12
2442.1633,2900.503167,2018,IND_106,2006,leadweek_12
2554.571,2810.33657,2018,IND_107,2006,leadweek_12
2973.9268,3612.2003,2018,IND_108,2006,leadweek_12
2777.7852,2292.767568,2018,IND_109,2006,leadweek_12
2944.7659,2400.585295,2018,IND_110,2006,leadweek_12
2857.636,2177.159914,2018,IND_111,2006,leadweek_12
3031.408,2462.082912,2018,IND_112,2006,leadweek_12
2498.5364,2523.357841,2018,IND_114,2006,leadweek_12
2609.0256,4699.6337,2018,IND_115,2006,leadweek_12
2322.1987,1722.115997,2018,IND_116,2006,leadweek_12
2175.6309,1542.995382,2018,IND_125,2006,leadweek_12
2003.8113,1023.2324680000002,2018,IND_130,2006,leadweek_12
2073.8464,1376.933896,2018,IND_133,2006,leadweek_12
2731.5823,1515.890613,2018,IND_137,2006,leadweek_12
2336.142,749.9999999999998,2018,IND_14,2006,leadweek_12
2044.8635,2000.0,2018,IND_143,2006,leadweek_12
1915.7269,1180.069068,2018,IND_145,2006,leadweek_12
2873.6729,3031.051031,2018,IND_159,2006,leadweek_12
2725.6614,2695.377587,2018,IND_160,2006,leadweek_12
2940.5896,3326.961397,2018,IND_161,2006,leadweek_12
2966.3792,3485.665311,2018,IND_162,2006,leadweek_12
2353.7368,2155.833289,2018,IND_163,2006,leadweek_12
2273.8662,1915.171419,2018,IND_164,2006,leadweek_12
1965.361,2447.401892,2018,IND_165,2006,leadweek_12
2278.6433,2668.110315,2018,IND_166,2006,leadweek_12
2868.7615,3418.505338,2018,IND_168,2006,leadweek_12
2355.8977,2823.813355,2018,IND_169,2006,leadweek_12
2799.4114,4960.0,2018,IND_17,2006,leadweek_12
2456.6829,2364.102564,2018,IND_171,2006,leadweek_12
2999.3591,3252.522415,2018,IND_177,2006,leadweek_12
2401.2195,2897.125709,2018,IND_178,2006,leadweek_12
2466.6846,3064.669771,2018,IND_179,2006,leadweek_12
2615.1936,3642.685851,2018,IND_180,2006,leadweek_12
2467.1484,2836.984608,2018,IND_181,2006,leadweek_12
2513.4702,3018.712955,2018,IND_182,2006,leadweek_12
2776.3105,3824.471552,2018,IND_184,2006,leadweek_12
2712.8962,3677.951636,2018,IND_185,2006,leadweek_12
2681.4448,4654.425612,2018,IND_189,2006,leadweek_12
2825.6199,4453.333333,2018,IND_191,2006,leadweek_12
2604.5664,4266.802444,2018,IND_192,2006,leadweek_12
2307.812,4898.047722,2018,IND_193,2006,leadweek_12
2822.04,4549.145299,2018,IND_195,2006,leadweek_12
2905.731,4783.146067,2018,IND_197,2006,leadweek_12
2996.001,4821.492007,2018,IND_198,2006,leadweek_12
3216.821,4832.373272,2018,IND_199,2006,leadweek_12
3190.1707,5061.632238,2018,IND_200,2006,leadweek_12
3134.0667,4923.295455,2018,IND_201,2006,leadweek_12
3059.3354,5046.694406,2018,IND_202,2006,leadweek_12
3225.459,5383.634431,2018,IND_203,2006,leadweek_12
3027.9028,4914.69406,2018,IND_204,2006,leadweek_12
3057.283,5185.053381,2018,IND_205,2006,leadweek_12
2854.6858,5069.944598,2018,IND_206,2006,leadweek_12
1945.1647,4324.531516,2018,IND_207,2006,leadweek_12
2542.354,4626.436782,2018,IND_208,2006,leadweek_12
2458.4944,3738.888889,2018,IND_209,2006,leadweek_12
2710.9446,4651.376147,2018,IND_210,2006,leadweek_12
3611.5703,2199.578477,2018,IND_213,2006,leadweek_12
2887.6118,1309.641742,2018,IND_217,2006,leadweek_12
2891.5369,1242.822314,2018,IND_219,2006,leadweek_12
3071.5662,1192.887089,2018,IND_220,2006,leadweek_12
3343.2656,2769.124472,2018,IND_239,2006,leadweek_12
3457.1694,2183.716034,2018,IND_240,2006,leadweek_12
3328.643,2163.817713,2018,IND_242,2006,leadweek_12
2497.8408,1710.028702,2018,IND_245,2006,leadweek_12
2773.4233,2320.003305,2018,IND_246,2006,leadweek_12
2752.7095,2150.03522,2018,IND_247,2006,leadweek_12
2274.9768,2200.0,2018,IND_251,2006,leadweek_12
2336.784,2100.0,2018,IND_253,2006,leadweek_12
2686.6123,1557.154675,2018,IND_267,2006,leadweek_12
1652.3207,1514.294345,2018,IND_271,2006,leadweek_12
1856.9679,800.0,2018,IND_272,2006,leadweek_12
1794.3324,805.6265985,2018,IND_274,2006,leadweek_12
2371.3235,536.7197062,2018,IND_275,2006,leadweek_12
1726.557,1317.869416,2018,IND_277,2006,leadweek_12
1599.3562,1132.653061,2018,IND_282,2006,leadweek_12
1831.6724,983.2471427,2018,IND_298,2006,leadweek_12
2815.8445,4264.020619,2018,IND_317,2006,leadweek_12
2549.593,4222.01087,2018,IND_318,2006,leadweek_12
2767.9102,3804.0,2018,IND_319,2006,leadweek_12
2854.3787,3943.953488,2018,IND_320,2006,leadweek_12
2325.944,2823.016905,2018,IND_321,2006,leadweek_12
2160.464,2500.977467,2018,IND_322,2006,leadweek_12
2631.094,3913.959391,2018,IND_323,2006,leadweek_12
2234.2073,2880.011521,2018,IND_324,2006,leadweek_12
2266.5203,3433.992347,2018,IND_325,2006,leadweek_12
2908.1113,3708.007117,2018,IND_326,2006,leadweek_12
2838.5603,3272.017293,2018,IND_327,2006,leadweek_12
2584.664,4242.989571,2018,IND_328,2006,leadweek_12
2336.1814,2649.104859,2018,IND_329,2006,leadweek_12
1869.6195,2592.982456,2018,IND_330,2006,leadweek_12
2859.777,3212.985612,2018,IND_331,2006,leadweek_12
2665.602,3500.0,2018,IND_332,2006,leadweek_12
2943.7869,3604.010025,2018,IND_333,2006,leadweek_12
2990.4912,3900.0,2018,IND_334,2006,leadweek_12
2686.0364,3485.0,2018,IND_335,2006,leadweek_12
1739.9542,2182.165163,2018,IND_336,2006,leadweek_12
2394.7527,3016.029116,2018,IND_337,2006,leadweek_12
1745.4071,2374.910223,2018,IND_338,2006,leadweek_12
3039.1492,3579.981884,2018,IND_339,2006,leadweek_12
3008.633,2920.0,2018,IND_340,2006,leadweek_12
3095.2063,4242.021759,2018,IND_341,2006,leadweek_12
2879.673,3277.98583,2018,IND_342,2006,leadweek_12
2937.445,3528.014184,2018,IND_343,2006,leadweek_12
2851.0977,3775.005829,2018,IND_344,2006,leadweek_12
2764.7708,4100.023397,2018,IND_345,2006,leadweek_12
2491.6665,3643.884892,2018,IND_346,2006,leadweek_12
