predicts,records,year,idJoin,hist,forecastData
2517.1262,2765.786714,2018,IND_100,1994,leadweek_12
2615.3264,2327.087636,2018,IND_101,1994,leadweek_12
2670.3464,2490.202775,2018,IND_102,1994,leadweek_12
2556.5002,3148.546584,2018,IND_103,1994,leadweek_12
2566.2314,3618.289821,2018,IND_104,1994,leadweek_12
2490.1372,3135.030993,2018,IND_105,1994,leadweek_12
2445.257,2900.503167,2018,IND_106,1994,leadweek_12
2496.7444,2810.33657,2018,IND_107,1994,leadweek_12
2875.895,3612.2003,2018,IND_108,1994,leadweek_12
2504.0798,2292.767568,2018,IND_109,1994,leadweek_12
2750.534,2400.585295,2018,IND_110,1994,leadweek_12
2605.9639,2177.159914,2018,IND_111,1994,leadweek_12
2962.2039,2462.082912,2018,IND_112,1994,leadweek_12
2568.9146,2523.357841,2018,IND_114,1994,leadweek_12
2643.2917,4699.6337,2018,IND_115,1994,leadweek_12
2350.5088,1722.115997,2018,IND_116,1994,leadweek_12
2182.6992,1542.995382,2018,IND_125,1994,leadweek_12
2045.563,1023.2324680000002,2018,IND_130,1994,leadweek_12
2123.6584,1376.933896,2018,IND_133,1994,leadweek_12
2760.6562,1515.890613,2018,IND_137,1994,leadweek_12
2332.0046,749.9999999999998,2018,IND_14,1994,leadweek_12
2096.7744,2000.0,2018,IND_143,1994,leadweek_12
2032.9293,1180.069068,2018,IND_145,1994,leadweek_12
2870.0942,3031.051031,2018,IND_159,1994,leadweek_12
2695.5195,2695.377587,2018,IND_160,1994,leadweek_12
2907.7969,3326.961397,2018,IND_161,1994,leadweek_12
2898.9915,3485.665311,2018,IND_162,1994,leadweek_12
2342.0208,2155.833289,2018,IND_163,1994,leadweek_12
2246.8618,1915.171419,2018,IND_164,1994,leadweek_12
1945.9863,2447.401892,2018,IND_165,1994,leadweek_12
2181.385,2668.110315,2018,IND_166,1994,leadweek_12
2740.001,3418.505338,2018,IND_168,1994,leadweek_12
2306.0054,2823.813355,2018,IND_169,1994,leadweek_12
2842.91,4960.0,2018,IND_17,1994,leadweek_12
2443.7664,2364.102564,2018,IND_171,1994,leadweek_12
2993.8687,3252.522415,2018,IND_177,1994,leadweek_12
